client_id,client_type,gender,country,region,date_of_birth,acquisition_purpose,loan_applied,referral_channel,satisfaction_score
CL102263,Corporate,Not Specified,United States,North America - East,1988-02-05,Personal use,No,Property Portal,4.0
CL102264,Corporate,Not Specified,United Arab Emirates,Middle East,1982-10-21,Investment,No,Website,4.0
CL102265,Individual,Female,United States,North America - East,1983-10-12,Investment,No,Social Media,5.0
CL102266,Individual,Male,India,South Asia,1980-04-29,Personal use,No,Agent Referral,3.0
CL102267,Individual,Male,France,Europe - West,1980-11-29,Personal use,Yes,Friend/Family,2.0
CL102268,Individual,Female,India,South Asia,1972-07-22,Investment,Yes,Agent Referral,5.0
CL102269,Individual,Male,Singapore,Southeast Asia,1977-12-01,Investment,No,Event,4.0
CL102270,Individual,Male,United Arab Emirates,Middle East,1989-10-24,Investment,Yes,Agent Referral,5.0
CL102271,Individual,Male,United Arab Emirates,Middle East,1993-03-27,Personal use,Yes,Property Portal,3.0
CL102272,Individual,Female,India,South Asia,1986-03-27,Investment,No,Social Media,5.0
CL102273,Individual,Female,Singapore,Southeast Asia,1994-03-10,Investment,No,Agent Referral,5.0
CL102274,Individual,Male,Singapore,Southeast Asia,1997-09-04,Investment,Yes,Friend/Family,4.0
CL102275,Individual,Male,United States,North America - West,2003-11-20,Personal use,Yes,Social Media,4.0
CL102276,Individual,Female,United Arab Emirates,Middle East,2003-01-03,Personal use,No,Website,4.0
CL102277,Individual,Female,United States,North America - East,1963-11-26,Personal use,Yes,Friend/Family,3.0
CL102278,Corporate,Not Specified,Singapore,Southeast Asia,1970-08-26,Personal use,No,Social Media,4.0
CL102279,Individual,Male,United Arab Emirates,Middle East,1964-12-20,Investment,No,Social Media,4.0
CL102280,Individual,Female,Germany,Europe - West,1981-05-25,Personal use,Yes,Friend/Family,3.0
CL102281,Individual,Female,United States,North America - East,1985-12-09,Personal use,No,Friend/Family,3.0
CL102282,Individual,Female,United Kingdom,Europe - West,2001-10-02,Personal use,Yes,Agent Referral,4.0
CL102283,Individual,Male,India,South Asia,1984-11-16,Personal use,No,Agent Referral,5.0
CL102284,Individual,Female,United States,North America - West,1964-11-08,Personal use,No,Agent Referral,5.0
CL102285,Individual,Male,United States,North America - East,1968-08-27,Investment,No,Social Media,4.0
CL102286,Individual,Male,Australia,Oceania,1982-06-07,Investment,No,Agent Referral,5.0
CL102287,Individual,Male,India,South Asia,1998-06-16,Personal use,Yes,Website,4.0
CL102288,Individual,Female,United States,North America - East,1996-03-27,Personal use,No,Property Portal,4.0
CL102289,Individual,Male,United Kingdom,Europe - West,1994-10-10,Personal use,Yes,Agent Referral,2.0
CL102290,Individual,Female,Brazil,Latin America,1971-01-30,Investment,Yes,Website,5.0
CL102291,Individual,Male,India,South Asia,1968-03-23,Personal use,No,Property Portal,3.0
CL102292,Individual,Male,United Arab Emirates,Middle East,1982-12-15,Personal use,Yes,Friend/Family,3.0
CL102293,Individual,Male,United Kingdom,Europe - West,1989-07-30,Personal use,No,Friend/Family,3.0
CL102294,Individual,Female,United Kingdom,Europe - West,1968-02-09,Personal use,Yes,Agent Referral,5.0
CL102295,Individual,Male,United States,North America - East,1996-03-31,Personal use,Yes,Social Media,4.0
CL102296,Individual,Male,India,South Asia,1985-07-21,Investment,No,Property Portal,3.0
CL102297,Individual,Male,United States,North America - East,1980-02-12,Personal use,No,Agent Referral,4.0
CL102298,Individual,Male,United States,North America - East,1994-11-29,Personal use,Yes,Website,4.0
CL102299,Individual,Female,India,South Asia,1991-12-04,Personal use,Yes,Website,4.0
CL102300,Individual,Male,Australia,Oceania,1992-11-28,Personal use,No,Property Portal,4.0
CL102301,Individual,Male,India,South Asia,1969-12-15,Investment,No,Agent Referral,3.0
CL102302,Corporate,Not Specified,Germany,Europe - West,1961-04-21,Investment,Yes,Social Media,4.0
CL102303,Corporate,Not Specified,France,Europe - West,1987-09-16,Investment,No,Social Media,3.0
CL102304,Individual,Male,Germany,Europe - West,1987-10-16,Investment,No,Event,5.0
CL102305,Individual,Male,United Kingdom,Europe - West,1992-04-19,Personal use,Yes,Agent Referral,4.0
CL102306,Individual,Male,France,Europe - West,1985-02-15,Investment,Yes,Social Media,3.0
CL102307,Individual,Female,Germany,Europe - West,1992-09-24,Investment,No,Event,4.0
CL102308,Individual,Male,United Arab Emirates,Middle East,1986-11-13,Personal use,Yes,Agent Referral,4.0
CL102309,Individual,Male,Australia,Oceania,1980-11-14,Investment,No,Social Media,4.0
CL102310,Individual,Female,Brazil,Latin America,1989-10-29,Personal use,Yes,Website,4.0
CL102311,Corporate,Not Specified,United States,North America - West,1964-08-06,Personal use,No,Agent Referral,5.0
CL102312,Individual,Female,United Kingdom,Europe - West,1987-11-30,Personal use,Yes,Website,5.0
CL102313,Individual,Other,United States,North America - East,1989-02-16,Investment,No,Agent Referral,5.0
CL102314,Individual,Male,United Kingdom,Europe - West,1990-08-10,Investment,Yes,Agent Referral,4.0
CL102315,Individual,Male,United Kingdom,Europe - West,1977-03-11,Personal use,No,Property Portal,3.0
CL102316,Individual,Male,United States,North America - East,2004-04-08,Investment,No,,4.0
CL102317,Corporate,Not Specified,India,South Asia,1971-02-21,Personal use,Yes,Agent Referral,4.0
CL102318,Corporate,Not Specified,France,Europe - West,1968-09-07,Personal use,No,Friend/Family,4.0
CL102319,Individual,Female,Australia,Oceania,1979-03-14,Investment,No,Event,1.0
CL102320,Individual,Male,United States,North America - East,1978-01-31,Personal use,Yes,Agent Referral,4.0
CL102321,Individual,Male,United States,North America - East,1993-01-13,Personal use,No,Website,3.0
CL102322,Individual,Male,Germany,Europe - West,1995-12-25,Personal use,Yes,Website,4.0
CL102323,Individual,Other,United States,North America - West,1997-02-14,Investment,No,Property Portal,5.0
CL102324,Individual,Female,Canada,North America - East,1988-01-20,Personal use,No,Property Portal,4.0
CL102325,Individual,Male,Brazil,Latin America,1978-09-03,Investment,Yes,Social Media,4.0
CL102326,Individual,Female,United States,North America - East,1991-12-15,Personal use,Yes,Website,4.0
CL102327,Individual,Male,United States,North America - East,1979-05-25,Personal use,Yes,Social Media,4.0
CL102328,Corporate,Not Specified,United Arab Emirates,Middle East,1968-03-22,Investment,No,Friend/Family,4.0
CL102329,Individual,Female,France,Europe - West,1990-03-17,Personal use,Yes,Agent Referral,3.0
CL102330,Corporate,Not Specified,United Arab Emirates,Middle East,1965-10-17,Investment,No,Website,3.0
CL102331,Individual,Male,United Kingdom,Europe - West,1987-06-07,Personal use,Yes,Agent Referral,5.0
CL102332,Corporate,Not Specified,Singapore,Southeast Asia,1978-05-18,Investment,No,Friend/Family,4.0
CL102333,Individual,Other,United States,North America - East,1992-12-28,Personal use,Yes,Event,4.0
CL102334,Individual,Male,Germany,Europe - West,2004-02-10,Investment,No,Website,4.0
CL102335,Individual,Male,India,South Asia,1997-06-06,Personal use,Yes,Property Portal,4.0
CL102336,Corporate,Not Specified,Singapore,Southeast Asia,1964-06-05,Investment,No,Social Media,3.0
CL102337,Individual,Female,United Kingdom,Europe - West,1991-12-04,Personal use,Yes,Friend/Family,4.0
CL102338,Individual,Female,United Arab Emirates,Middle East,1990-12-01,Personal use,Yes,Property Portal,4.0
CL102339,Individual,Female,United States,North America - East,2004-08-06,Personal use,No,Social Media,5.0
CL102340,Individual,Female,United States,North America - East,2003-05-07,Personal use,Yes,Website,5.0
CL102341,Corporate,Not Specified,United States,North America - West,1968-01-01,Investment,No,Agent Referral,5.0
CL102342,Individual,Female,India,South Asia,1979-08-23,Investment,Yes,Property Portal,3.0
CL102343,Individual,Female,United Kingdom,Europe - West,2000-07-25,Personal use,Yes,Social Media,3.0
CL102344,Individual,Female,India,South Asia,1992-08-05,Personal use,No,Agent Referral,3.0
CL102345,Individual,Male,United States,North America - West,1986-03-25,Personal use,Yes,Social Media,3.0
CL102346,Individual,Male,Singapore,Southeast Asia,1999-04-19,Investment,No,Agent Referral,2.0
CL102347,Individual,Female,Singapore,Southeast Asia,2004-06-04,Investment,Yes,Agent Referral,3.0
CL102348,Individual,Male,United States,North America - East,1987-08-15,Investment,No,Property Portal,4.0
CL102349,Individual,Male,United States,North America - West,1979-02-15,Investment,No,Agent Referral,4.0
CL102350,Corporate,Not Specified,United States,North America - East,1978-12-15,Investment,Yes,Agent Referral,4.0
CL102351,Individual,Male,Singapore,Southeast Asia,1976-07-20,Investment,Yes,Agent Referral,3.0
CL102352,Individual,Male,Canada,North America - East,2003-01-29,Personal use,No,Property Portal,
CL102353,Individual,Male,France,Europe - West,1984-12-17,Personal use,Yes,Website,4.0
CL102354,Corporate,Not Specified,Germany,Europe - West,1971-03-18,Investment,No,Website,4.0
CL102355,Individual,Female,India,South Asia,1986-03-08,Personal use,No,Agent Referral,2.0
CL102356,Individual,Male,France,Europe - West,1988-08-03,Investment,No,Website,4.0
CL102357,Individual,Male,France,Europe - West,1992-10-17,Personal use,No,Website,4.0
CL102358,Corporate,Not Specified,Brazil,Latin America,1986-10-19,Investment,No,Website,4.0
CL102359,Corporate,Not Specified,United States,North America - East,1975-01-20,Investment,No,Website,4.0
CL102360,Individual,Male,Singapore,Southeast Asia,1981-11-09,Investment,No,Friend/Family,4.0
CL102361,Corporate,Not Specified,United States,North America - West,1962-03-02,Investment,No,Website,4.0
CL102362,Individual,Female,Germany,Europe - West,1980-02-06,Investment,No,Agent Referral,5.0
CL102363,Individual,Male,Australia,Oceania,1989-12-04,Investment,No,Friend/Family,3.0
CL102364,Individual,Male,United Arab Emirates,Middle East,1990-09-19,Personal use,Yes,Website,3.0
CL102365,Individual,Male,India,South Asia,1994-07-13,Investment,No,Agent Referral,5.0
CL102366,Individual,Male,Canada,North America - East,1980-07-22,Personal use,Yes,Event,4.0
CL102367,Corporate,Not Specified,Germany,Europe - West,1996-02-13,Investment,No,Social Media,4.0
CL102368,Corporate,Not Specified,United Kingdom,Europe - West,1970-07-11,Investment,No,Friend/Family,4.0
CL102369,Individual,Male,France,Europe - West,1973-05-17,Investment,Yes,Social Media,3.0
CL102370,Individual,Male,Germany,Europe - West,1987-04-06,Investment,Yes,Event,4.0
CL102371,Individual,Female,United Kingdom,Europe - West,1987-01-05,Personal use,No,Website,4.0
CL102372,Individual,Male,United Kingdom,Europe - West,1978-03-31,Investment,No,Website,4.0
CL102373,Corporate,Not Specified,Canada,North America - East,1981-09-26,Personal use,No,Property Portal,5.0
CL102374,Individual,Female,United Kingdom,Europe - West,1991-01-25,Investment,No,Website,3.0
CL102375,Individual,Male,United States,North America - West,1982-05-01,Investment,No,Social Media,5.0
CL102376,Individual,Male,Singapore,Southeast Asia,2002-08-19,Investment,No,Website,3.0
CL102377,Corporate,Not Specified,United Arab Emirates,Middle East,1973-02-11,Investment,Yes,,4.0
CL102378,Corporate,Not Specified,United States,North America - East,1993-06-25,Investment,No,Friend/Family,3.0
CL102379,Individual,Female,India,South Asia,1976-04-20,Personal use,Yes,Social Media,4.0
CL102380,Individual,Male,Singapore,Southeast Asia,1978-10-17,Investment,Yes,Social Media,4.0
CL102381,Individual,Female,Canada,North America - East,1981-07-10,Investment,No,Website,4.0
CL102382,Individual,Male,United States,North America - West,2002-11-10,Personal use,Yes,Agent Referral,5.0
CL102383,Individual,Female,United States,North America - East,1987-04-17,Personal use,Yes,Friend/Family,3.0
CL102384,Corporate,Not Specified,United States,North America - West,1962-11-03,Personal use,No,Website,2.0
CL102385,Corporate,Not Specified,India,South Asia,1993-11-25,Investment,No,Social Media,4.0
CL102386,Corporate,Not Specified,Brazil,Latin America,1966-12-09,Investment,No,Social Media,4.0
CL102387,Individual,Other,United States,North America - West,2002-07-16,Investment,Yes,Agent Referral,4.0
CL102388,Individual,Male,India,South Asia,1971-12-23,Personal use,No,Agent Referral,4.0
CL102389,Corporate,Not Specified,United States,North America - West,1971-05-26,Investment,No,Property Portal,4.0
CL102390,Individual,Male,United Arab Emirates,Middle East,1988-11-04,Personal use,No,Agent Referral,4.0
CL102391,Individual,Male,India,South Asia,1994-10-05,Investment,Yes,Website,4.0
CL102392,Corporate,Not Specified,United Kingdom,Europe - West,1962-02-28,Personal use,Yes,Event,5.0
CL102393,Individual,Male,United States,North America - West,1982-11-05,Personal use,Yes,Website,5.0
CL102394,Corporate,Not Specified,United Arab Emirates,Middle East,1990-03-22,Investment,No,Property Portal,5.0
CL102395,Individual,Female,Brazil,Latin America,1968-09-25,Personal use,Yes,Website,4.0
CL102396,Corporate,Not Specified,Canada,North America - East,1988-11-17,Investment,No,Agent Referral,4.0
CL102397,Individual,Female,United States,North America - West,1985-03-24,Personal use,Yes,Social Media,3.0
CL102398,Individual,Male,United States,North America - West,2001-09-13,Personal use,No,Website,4.0
CL102399,Corporate,Not Specified,United Arab Emirates,Middle East,1978-09-12,Investment,No,Friend/Family,5.0
CL102400,Individual,Female,United Arab Emirates,Middle East,1984-01-14,Investment,No,Agent Referral,4.0
CL102401,Individual,Male,India,South Asia,1989-10-30,Investment,No,Social Media,4.0
CL102402,Individual,Female,India,South Asia,1991-01-21,Investment,No,Property Portal,3.0
CL102403,Corporate,Not Specified,Australia,Oceania,1963-05-01,Investment,No,Social Media,5.0
CL102404,Corporate,Not Specified,Singapore,Southeast Asia,1988-06-12,Investment,Yes,Social Media,3.0
CL102405,Individual,Female,Canada,North America - East,1984-05-04,Investment,No,Agent Referral,5.0
CL102406,Individual,Male,United Arab Emirates,Middle East,1973-06-11,Personal use,Yes,Website,3.0
CL102407,Individual,Female,United Kingdom,Europe - West,1979-06-28,Personal use,Yes,Property Portal,3.0
CL102408,Corporate,Not Specified,United Kingdom,Europe - West,1963-08-24,Personal use,Yes,Social Media,5.0
CL102409,Corporate,Not Specified,Australia,Oceania,1969-03-14,Investment,No,Friend/Family,3.0
CL102410,Corporate,Not Specified,India,South Asia,1972-07-19,Investment,No,Agent Referral,3.0
CL102411,Individual,Female,Brazil,Latin America,1988-08-11,Personal use,Yes,Agent Referral,3.0
CL102412,Individual,Male,Germany,Europe - West,1979-06-27,Investment,No,Website,5.0
CL102413,Individual,Female,France,Europe - West,1976-12-18,Personal use,Yes,Website,4.0
CL102414,Individual,Female,France,Europe - West,1984-03-08,Investment,Yes,Agent Referral,3.0
CL102415,Individual,Male,United States,North America - West,1976-04-09,Personal use,Yes,Agent Referral,3.0
CL102416,Individual,Male,Canada,North America - East,1992-02-28,Investment,No,Website,4.0
CL102417,Individual,Male,France,Europe - West,1976-03-13,Personal use,Yes,Social Media,5.0
CL102418,Individual,Male,United States,North America - East,1974-04-08,Personal use,Yes,Social Media,4.0
CL102419,Individual,Male,Australia,Oceania,1977-12-03,Investment,No,Agent Referral,5.0
CL102420,Individual,Male,United States,North America - East,1984-01-11,Personal use,Yes,Property Portal,4.0
CL102421,Individual,Female,United States,North America - East,1978-07-30,Personal use,No,Social Media,5.0
CL102422,Corporate,Not Specified,India,South Asia,1971-12-13,Investment,No,Website,3.0
CL102423,Individual,Male,United States,North America - West,1983-08-02,Investment,No,Friend/Family,3.0
CL102424,Corporate,Not Specified,Australia,Oceania,1989-09-04,Investment,Yes,Social Media,3.0
CL102425,Individual,Male,India,South Asia,2000-04-29,Personal use,Yes,Social Media,4.0
CL102426,Individual,Male,United States,North America - East,1980-05-14,Personal use,Yes,Property Portal,3.0
CL102427,Individual,Female,India,South Asia,1998-12-18,Personal use,Yes,Website,4.0
CL102428,Individual,Other,United Arab Emirates,Middle East,1990-01-22,Investment,No,Social Media,4.0
CL102429,Individual,Female,India,South Asia,1985-09-12,Personal use,Yes,Agent Referral,4.0
CL102430,Individual,Male,Singapore,Southeast Asia,1994-04-02,Investment,No,Website,4.0
CL102431,Corporate,Not Specified,India,South Asia,1968-12-21,Investment,No,Agent Referral,5.0
CL102432,Corporate,Not Specified,United Arab Emirates,Middle East,1976-01-12,Investment,No,Agent Referral,3.0
CL102433,Individual,Female,United Kingdom,Europe - West,1995-04-02,Personal use,Yes,Website,3.0
CL102434,Individual,Female,India,South Asia,1979-02-23,Personal use,No,Social Media,3.0
CL102435,Individual,Female,Brazil,Latin America,1994-03-10,Investment,No,Agent Referral,4.0
CL102436,Individual,Male,United Arab Emirates,Middle East,1960-07-17,Investment,No,Agent Referral,4.0
CL102437,Individual,Male,United Arab Emirates,Middle East,1987-03-11,Personal use,Yes,Website,4.0
CL102438,Individual,Female,Germany,Europe - West,1998-01-27,Investment,No,Agent Referral,4.0
CL102439,Individual,Female,India,South Asia,1996-09-10,Personal use,Yes,Social Media,3.0
CL102440,Individual,Male,Brazil,Latin America,1973-01-26,Personal use,Yes,Social Media,3.0
CL102441,Corporate,Not Specified,United States,North America - East,1966-07-09,Investment,No,Friend/Family,5.0
CL102442,Corporate,Not Specified,United States,North America - West,1980-10-02,Investment,Yes,Event,2.0
CL102443,Individual,Female,France,Europe - West,1976-01-04,Personal use,Yes,Website,3.0
CL102444,Corporate,Not Specified,France,Europe - West,1962-05-20,Personal use,No,Agent Referral,4.0
CL102445,Individual,Female,United Arab Emirates,Middle East,1978-05-08,Investment,Yes,Property Portal,3.0
CL102446,Individual,Male,United States,North America - East,1975-02-21,Personal use,Yes,Social Media,4.0
CL102447,Corporate,Not Specified,Germany,Europe - West,1967-03-18,Personal use,Yes,Event,4.0
CL102448,Corporate,Not Specified,United Arab Emirates,Middle East,1971-02-23,Investment,No,Friend/Family,4.0
CL102449,Corporate,Not Specified,United Arab Emirates,Middle East,1989-10-23,Investment,No,Friend/Family,4.0
CL102450,Individual,Female,United Arab Emirates,Middle East,1994-02-06,Investment,Yes,Website,4.0
CL102451,Corporate,Not Specified,India,South Asia,1974-09-20,Investment,No,Agent Referral,3.0
CL102452,Individual,Female,United Arab Emirates,Middle East,1961-07-20,Personal use,No,Social Media,4.0
CL102453,Individual,Male,India,South Asia,1966-04-27,Personal use,Yes,Social Media,2.0
CL102454,Individual,Female,United Arab Emirates,Middle East,1971-04-18,Personal use,Yes,Friend/Family,3.0
CL102455,Individual,Female,France,Europe - West,1994-05-23,Investment,No,Event,4.0
CL102456,Individual,Female,United Arab Emirates,Middle East,1993-07-26,Personal use,Yes,Agent Referral,5.0
CL102457,Individual,Male,United States,North America - West,1995-08-24,Investment,No,Agent Referral,5.0
CL102458,Corporate,Not Specified,Canada,North America - East,1963-08-18,Investment,No,Property Portal,4.0
CL102459,Individual,Male,France,Europe - West,1968-10-25,Investment,No,Property Portal,3.0
CL102460,Individual,Male,Singapore,Southeast Asia,1988-05-11,Personal use,No,Property Portal,4.0
CL102461,Individual,Male,India,South Asia,1986-10-18,Investment,No,Social Media,5.0
CL102462,Individual,Male,United States,North America - West,1977-06-05,Personal use,Yes,Event,5.0
CL102463,Individual,Male,United Arab Emirates,Middle East,2004-06-07,Personal use,Yes,Agent Referral,3.0
CL102464,Individual,Male,Canada,North America - East,1985-04-08,Investment,Yes,Website,3.0
CL102465,Individual,Female,India,South Asia,1997-10-20,Personal use,No,Website,5.0
CL102466,Individual,Female,Singapore,Southeast Asia,1989-03-11,Investment,Yes,,5.0
CL102467,Individual,Male,United Arab Emirates,Middle East,1992-09-19,Investment,No,Property Portal,4.0
CL102468,Corporate,Not Specified,United Arab Emirates,Middle East,1982-06-27,Investment,No,Social Media,4.0
CL102469,Individual,Female,United Kingdom,Europe - West,1982-10-11,Personal use,Yes,Social Media,4.0
CL102470,Individual,Female,Germany,Europe - West,1983-08-09,Personal use,Yes,Agent Referral,5.0
CL102471,Individual,Female,Singapore,Southeast Asia,1987-12-02,Personal use,Yes,Friend/Family,3.0
CL102472,Individual,Other,India,South Asia,1980-10-31,Investment,No,Website,5.0
CL102473,Individual,Female,France,Europe - West,1995-07-15,Investment,No,Social Media,5.0
CL102474,Individual,Female,United Kingdom,Europe - West,1978-03-15,Investment,Yes,Website,3.0
CL102475,Individual,Female,United States,North America - East,1988-02-27,Personal use,Yes,Social Media,4.0
CL102476,Corporate,Not Specified,United States,North America - East,1981-12-19,Investment,No,Agent Referral,5.0
CL102477,Individual,Female,United States,North America - East,1993-12-14,Investment,No,Social Media,5.0
CL102478,Individual,Female,United Kingdom,Europe - West,1988-09-11,Personal use,Yes,Social Media,5.0
CL102479,Individual,Female,Australia,Oceania,1965-06-14,Personal use,Yes,Event,4.0
CL102480,Individual,Female,France,Europe - West,1985-10-25,Investment,No,Property Portal,4.0
CL102481,Individual,Male,Canada,North America - East,1998-05-24,Personal use,Yes,Agent Referral,2.0
CL102482,Corporate,Not Specified,United States,North America - East,1988-07-05,Investment,Yes,Website,4.0
CL102483,Individual,Female,United Kingdom,Europe - West,1991-02-15,Personal use,Yes,Website,4.0
CL102484,Individual,Female,Singapore,Southeast Asia,1982-07-25,Investment,No,Website,5.0
CL102485,Individual,Female,United Kingdom,Europe - West,1992-08-09,Personal use,Yes,Agent Referral,3.0
CL102486,Individual,Female,India,South Asia,1970-12-20,Investment,No,Property Portal,5.0
CL102487,Individual,Female,Singapore,Southeast Asia,1992-08-19,Personal use,Yes,Property Portal,4.0
CL102488,Individual,Female,United States,North America - East,1969-11-16,Investment,Yes,Agent Referral,3.0
CL102489,Individual,Male,United Arab Emirates,Middle East,1997-07-01,Personal use,No,Friend/Family,5.0
CL102490,Corporate,Not Specified,Brazil,Latin America,1990-08-25,Investment,No,Property Portal,4.0
CL102491,Individual,Male,Germany,Europe - West,1970-01-10,Personal use,Yes,Agent Referral,3.0
CL102492,Individual,Female,United States,North America - East,1984-07-31,Personal use,Yes,Property Portal,4.0
CL102493,Individual,Male,Australia,Oceania,1961-05-29,Personal use,Yes,Event,3.0
CL102494,Individual,Female,Australia,Oceania,1988-05-27,Personal use,No,Event,3.0
CL102495,Individual,Male,France,Europe - West,1983-04-02,Investment,No,Friend/Family,4.0
CL102496,Individual,Male,United Arab Emirates,Middle East,1965-04-19,Personal use,No,Agent Referral,4.0
CL102497,Corporate,Not Specified,United States,North America - East,1962-07-30,Investment,No,Agent Referral,5.0
CL102498,Individual,Female,Singapore,Southeast Asia,2004-07-05,Investment,Yes,Event,4.0
CL102499,Individual,Male,France,Europe - West,1994-07-23,Personal use,No,Agent Referral,5.0
CL102500,Individual,Female,United States,North America - East,1977-09-15,Investment,Yes,Agent Referral,4.0
CL102501,Individual,Male,India,South Asia,2003-02-04,Personal use,Yes,Agent Referral,5.0
CL102502,Individual,Male,Brazil,Latin America,1979-04-17,Investment,No,Social Media,3.0
CL102503,Individual,Male,Singapore,Southeast Asia,1980-08-26,Investment,No,Website,4.0
CL102504,Individual,Female,Canada,North America - East,1963-06-11,Personal use,Yes,Property Portal,3.0
CL102505,Individual,Female,United States,North America - West,1974-02-05,Personal use,Yes,Social Media,4.0
CL102506,Corporate,Not Specified,Australia,Oceania,1980-06-22,Investment,No,Agent Referral,4.0
CL102507,Corporate,Not Specified,Australia,Oceania,1974-05-13,Personal use,No,Agent Referral,4.0
CL102508,Individual,Female,France,Europe - West,1980-01-07,Investment,No,Social Media,4.0
CL102509,Individual,Female,United Arab Emirates,Middle East,1991-01-30,Investment,No,Property Portal,5.0
CL102510,Corporate,Not Specified,Germany,Europe - West,1983-01-22,Personal use,No,Property Portal,3.0
CL102511,Corporate,Not Specified,Germany,Europe - West,1968-05-21,Investment,No,Property Portal,4.0
CL102512,Corporate,Not Specified,United States,North America - West,1994-04-08,Personal use,Yes,Agent Referral,5.0
CL102513,Individual,Male,United States,North America - East,1983-11-30,Investment,No,Property Portal,4.0
CL102514,Individual,Female,Canada,North America - East,2003-11-15,Personal use,No,Social Media,5.0
CL102515,Individual,Female,Singapore,Southeast Asia,1988-09-12,Investment,No,Friend/Family,5.0
CL102516,Corporate,Not Specified,United States,North America - West,1985-12-02,Personal use,No,Friend/Family,4.0
CL102517,Individual,Female,Canada,North America - East,1978-11-13,Investment,No,Agent Referral,4.0
CL102518,Individual,Female,France,Europe - West,1967-10-29,Personal use,Yes,Social Media,4.0
CL102519,Individual,Male,United States,North America - East,1983-06-28,Investment,Yes,Friend/Family,4.0
CL102520,Individual,Male,United States,North America - East,1996-04-01,Personal use,No,Agent Referral,4.0
CL102521,Individual,Male,United Arab Emirates,Middle East,2004-09-13,Investment,No,Friend/Family,3.0
CL102522,Individual,Male,United Kingdom,Europe - West,1978-08-26,Personal use,Yes,Agent Referral,3.0
CL102523,Individual,Female,United Arab Emirates,Middle East,1995-03-10,Personal use,No,Social Media,4.0
CL102524,Individual,Female,Australia,Oceania,1976-07-22,Investment,No,Property Portal,3.0
CL102525,Individual,Male,United States,North America - East,1970-07-18,Investment,No,Website,4.0
CL102526,Individual,Male,Australia,Oceania,2002-06-13,Investment,No,Agent Referral,2.0
CL102527,Corporate,Not Specified,Australia,Oceania,1965-04-24,Investment,No,Social Media,5.0
CL102528,Individual,Male,Singapore,Southeast Asia,1971-08-13,Personal use,Yes,,5.0
CL102529,Individual,Male,United Arab Emirates,Middle East,1973-12-18,Investment,No,Agent Referral,4.0
CL102530,Individual,Female,United Arab Emirates,Middle East,2004-01-29,Personal use,No,Friend/Family,5.0
CL102531,Individual,Female,United Arab Emirates,Middle East,1994-12-17,Investment,Yes,Website,5.0
CL102532,Individual,Female,India,South Asia,1999-10-27,Personal use,Yes,Social Media,4.0
CL102533,Individual,Male,United States,North America - East,1980-02-28,Personal use,No,Website,4.0
CL102534,Individual,Female,Brazil,Latin America,1981-05-25,Personal use,No,Website,4.0
CL102535,Individual,Male,United Arab Emirates,Middle East,2003-10-08,Investment,No,Agent Referral,5.0
CL102536,Individual,Male,India,South Asia,1989-03-10,Investment,Yes,Event,3.0
CL102537,Individual,Female,United Kingdom,Europe - West,1977-04-19,Personal use,Yes,Social Media,4.0
CL102538,Individual,Female,United States,North America - East,1984-05-05,Investment,No,Agent Referral,5.0
CL102539,Individual,Male,France,Europe - West,1984-09-19,Personal use,Yes,Agent Referral,4.0
CL102540,Individual,Male,France,Europe - West,1989-10-19,Personal use,Yes,Social Media,4.0
CL102541,Individual,Female,Germany,Europe - West,1996-12-05,Personal use,Yes,Social Media,3.0
CL102542,Individual,Female,United Kingdom,Europe - West,1986-01-21,Personal use,No,Agent Referral,4.0
CL102543,Corporate,Not Specified,Canada,North America - East,1989-07-14,Investment,No,Website,3.0
CL102544,Corporate,Not Specified,France,Europe - West,1966-11-04,Personal use,Yes,Social Media,3.0
CL102545,Individual,Male,United Kingdom,Europe - West,1978-08-02,Investment,No,Friend/Family,5.0
CL102546,Individual,Male,Brazil,Latin America,1985-07-07,Personal use,Yes,Property Portal,3.0
CL102547,Individual,Male,United States,North America - East,1973-09-11,Investment,No,Social Media,4.0
CL102548,Individual,Female,United Kingdom,Europe - West,1990-06-19,Personal use,Yes,Friend/Family,3.0
CL102549,Corporate,Not Specified,United Kingdom,Europe - West,1991-06-05,Personal use,No,Social Media,2.0
CL102550,Individual,Male,France,Europe - West,1979-12-19,Personal use,Yes,Social Media,4.0
CL102551,Corporate,Not Specified,France,Europe - West,1975-06-09,Investment,No,Friend/Family,3.0
CL102552,Individual,Female,United Arab Emirates,Middle East,1979-10-22,Investment,Yes,Agent Referral,4.0
CL102553,Individual,Female,Brazil,Latin America,1999-06-12,Personal use,No,Property Portal,5.0
CL102554,Corporate,Not Specified,United Kingdom,Europe - West,1988-03-25,Investment,No,Agent Referral,4.0
CL102555,Individual,Male,India,South Asia,1978-03-03,Investment,No,Social Media,4.0
CL102556,Individual,Male,United States,North America - East,1988-12-04,Personal use,Yes,Social Media,3.0
CL102557,Individual,Male,Canada,North America - East,1995-12-31,Personal use,No,Property Portal,4.0
CL102558,Corporate,Not Specified,Germany,Europe - West,1978-11-23,Personal use,No,Website,4.0
CL102559,Individual,Male,United States,North America - East,1997-10-23,Personal use,Yes,Property Portal,2.0
CL102560,Individual,Male,United Arab Emirates,Middle East,1961-08-28,Personal use,Yes,Website,4.0
CL102561,Corporate,Not Specified,India,South Asia,1969-09-03,Personal use,No,Website,5.0
