client_id,client_type,gender,country,region,acquisition_purpose,loan_applied,referral_channel,satisfaction_score,age,is_investor,has_loan,is_corporate,age_group,cluster,segment,pca_1,pca_2
CL102436,Individual,Male,United Arab Emirates,Middle East,Investment,No,Agent Referral,4.0,66.0,1,0,0,60+,1,Cash Investors,1.7159803018255801,-0.7973366278844218
CL102437,Individual,Male,United Arab Emirates,Middle East,Personal use,Yes,Website,4.0,40.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.2625441548578884,0.3523785369661096
CL102438,Individual,Female,Germany,Europe - West,Investment,No,Agent Referral,4.0,29.0,1,0,0,<30,1,Cash Investors,1.306896017191582,-1.9459439800661968
CL102439,Individual,Female,India,South Asia,Personal use,Yes,Social Media,3.0,30.0,0,1,0,<30,0,Mortgage Home Buyers,-2.4278993774834503,0.06741687114049918
CL102440,Individual,Male,Brazil,Latin America,Personal use,Yes,Social Media,3.0,54.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.162547409072208,0.81245947796111
CL102441,Corporate,Not Specified,United States,North America - East,Investment,No,Friend/Family,5.0,60.0,1,0,1,50-59,2,Corporate Investors,3.3427344941230333,1.7136957771430732
CL102442,Corporate,Not Specified,United States,North America - West,Investment,Yes,Event,2.0,46.0,1,1,1,40-49,2,Corporate Investors,1.559001013074524,1.7289654499722866
CL102443,Individual,Female,France,Europe - West,Personal use,Yes,Website,3.0,51.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.1961372506279395,0.7158549250995407
CL102444,Corporate,Not Specified,France,Europe - West,Personal use,No,Agent Referral,4.0,64.0,0,0,1,60+,4,Corporate Buyers,1.1042156011267303,3.440353912460613
CL102445,Individual,Female,United Arab Emirates,Middle East,Investment,Yes,Property Portal,3.0,48.0,1,1,0,40-49,3,Leveraged Investors,-0.0004307854811538901,-0.952540097749931
CL102446,Individual,Male,United States,North America - East,Personal use,Yes,Social Media,4.0,52.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.129447325147941,0.7283740673854079
CL102447,Corporate,Not Specified,Germany,Europe - West,Personal use,Yes,Event,4.0,60.0,0,1,1,50-59,4,Corporate Buyers,-0.40317066804997465,3.697490579746367
CL102448,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Friend/Family,4.0,56.0,1,0,1,50-59,2,Corporate Investors,3.2432964180959556,1.6115205360136227
CL102449,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Friend/Family,4.0,37.0,1,0,1,30-39,2,Corporate Investors,3.0332261097703888,1.0216951389473057
CL102450,Individual,Female,United Arab Emirates,Middle East,Investment,Yes,Website,4.0,33.0,1,1,0,30-39,3,Leveraged Investors,-0.1125526536963697,-1.442839552499928
CL102451,Corporate,Not Specified,India,South Asia,Investment,No,Agent Referral,3.0,52.0,1,0,1,50-59,2,Corporate Investors,3.1437126942440363,1.5119171399142657
CL102452,Individual,Female,United Arab Emirates,Middle East,Personal use,No,Social Media,4.0,65.0,0,0,0,60+,5,Cash Home Buyers,-0.5227197837714093,0.749113424214081
CL102453,Individual,Male,India,South Asia,Personal use,Yes,Social Media,2.0,60.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.1514221649279346,1.020718656340247
CL102454,Individual,Female,United Arab Emirates,Middle East,Personal use,Yes,Friend/Family,3.0,55.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.1510875009318413,0.8413515766425395
CL102455,Individual,Female,France,Europe - West,Investment,No,Event,4.0,32.0,1,0,0,30-39,1,Cash Investors,1.3398992972885988,-1.8543286076569225
CL102456,Individual,Female,United Arab Emirates,Middle East,Personal use,Yes,Agent Referral,5.0,33.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.2840469572165802,0.1169706454057711
CL102457,Individual,Male,United States,North America - West,Investment,No,Agent Referral,5.0,31.0,1,0,0,30-39,1,Cash Investors,1.3842214291843893,-1.9058556228384638
CL102458,Corporate,Not Specified,Canada,North America - East,Investment,No,Property Portal,4.0,63.0,1,0,1,60+,2,Corporate Investors,3.32135595650507,1.8301510447432012
CL102459,Individual,Male,France,Europe - West,Investment,No,Property Portal,3.0,58.0,1,0,0,50-59,1,Cash Investors,1.573127759843973,-1.0249310667738345
CL102460,Individual,Male,Singapore,Southeast Asia,Personal use,No,Property Portal,4.0,38.0,0,0,0,30-39,5,Cash Home Buyers,-0.8201719578216559,-0.08988443665496822
CL102461,Individual,Male,India,South Asia,Investment,No,Social Media,5.0,40.0,1,0,0,30-39,1,Cash Investors,1.483470489040215,-1.6268851470413994
CL102462,Individual,Male,United States,North America - West,Personal use,Yes,Event,5.0,49.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.1073113608968073,0.6121507631762096
CL102463,Individual,Male,United Arab Emirates,Middle East,Personal use,Yes,Agent Referral,3.0,22.0,0,1,0,<30,0,Mortgage Home Buyers,-2.516092105322141,-0.1805101627057064
CL102464,Individual,Male,Canada,North America - East,Investment,Yes,Website,3.0,41.0,1,1,0,40-49,3,Leveraged Investors,-0.07931474551782626,-1.1724934902190733
CL102465,Individual,Female,India,South Asia,Personal use,No,Website,5.0,29.0,0,0,0,<30,5,Cash Home Buyers,-0.8659558339340612,-0.39392323969981247
CL102466,Individual,Female,Singapore,Southeast Asia,Investment,Yes,Unknown,5.0,38.0,1,1,0,30-39,3,Leveraged Investors,-0.001592630553400475,-1.3065177742746423
CL102467,Individual,Male,United Arab Emirates,Middle East,Investment,No,Property Portal,4.0,34.0,1,0,0,30-39,1,Cash Investors,1.3629885393912682,-1.7919722002684297
CL102468,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Social Media,4.0,44.0,1,0,1,40-49,2,Corporate Investors,3.110216857767103,1.2411505758727464
CL102469,Individual,Female,United Kingdom,Europe - West,Personal use,Yes,Social Media,4.0,44.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.2178979812850215,0.4800265317785376
CL102470,Individual,Female,Germany,Europe - West,Personal use,Yes,Agent Referral,5.0,43.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.1734836370452295,0.42740506491435887
CL102471,Individual,Female,Singapore,Southeast Asia,Personal use,Yes,Friend/Family,3.0,39.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3279888132060025,0.344656505428799
CL102472,Individual,Other,India,South Asia,Investment,No,Website,5.0,46.0,1,0,0,40-49,1,Cash Investors,1.5493876356386995,-1.4440987223452395
CL102473,Individual,Female,France,Europe - West,Investment,No,Social Media,5.0,31.0,1,0,0,30-39,1,Cash Investors,1.3839635008859992,-1.9062761245991284
CL102474,Individual,Female,United Kingdom,Europe - West,Investment,Yes,Website,3.0,49.0,1,1,0,40-49,3,Leveraged Investors,0.009135910619254319,-0.9241459546122031
CL102475,Individual,Female,United States,North America - East,Personal use,Yes,Social Media,4.0,39.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.2731796413706973,0.32480932202424373
CL102476,Corporate,Not Specified,United States,North America - East,Investment,No,Agent Referral,5.0,45.0,1,0,1,40-49,2,Corporate Investors,3.176743866041165,1.2506159929102854
CL102477,Individual,Female,United States,North America - East,Investment,No,Social Media,5.0,33.0,1,0,0,30-39,1,Cash Investors,1.4060761649202693,-1.844189240697411
CL102478,Individual,Female,United Kingdom,Europe - West,Personal use,Yes,Social Media,5.0,38.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.229023225429295,0.2717673533994004
CL102479,Individual,Female,Australia,Oceania,Personal use,Yes,Event,4.0,61.0,0,1,0,60+,0,Mortgage Home Buyers,-2.0298481246497238,1.0066705932604993
CL102480,Individual,Female,France,Europe - West,Investment,No,Property Portal,4.0,41.0,1,0,0,40-49,1,Cash Investors,1.4403828635112137,-1.5746681066124182
CL102481,Individual,Male,Canada,North America - East,Personal use,Yes,Agent Referral,2.0,28.0,0,1,0,<30,0,Mortgage Home Buyers,-2.5049668611778673,0.027749015673430733
CL102482,Corporate,Not Specified,United States,North America - East,Investment,Yes,Website,4.0,38.0,1,1,1,30-39,2,Corporate Investors,1.58046279500619,1.4342410856910919
CL102483,Individual,Female,United Kingdom,Europe - West,Personal use,Yes,Website,4.0,36.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3067694829264287,0.2282047691626746
CL102484,Individual,Female,Singapore,Southeast Asia,Investment,No,Website,5.0,44.0,1,0,0,40-49,1,Cash Investors,1.5272749716044294,-1.506185606246957
CL102485,Individual,Female,United Kingdom,Europe - West,Personal use,Yes,Agent Referral,3.0,34.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3834161211165195,0.19201114070459896
CL102486,Individual,Female,India,South Asia,Investment,No,Property Portal,5.0,56.0,1,0,0,50-59,1,Cash Investors,1.6614405917267776,-1.131015004023521
CL102487,Individual,Female,Singapore,Southeast Asia,Personal use,Yes,Property Portal,4.0,34.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.327392511043972,0.16876718407408764
CL102488,Individual,Female,United States,North America - East,Investment,Yes,Agent Referral,3.0,57.0,1,1,0,50-59,3,Leveraged Investors,0.09826534055905134,-0.6719036902356753
CL102489,Individual,Male,United Arab Emirates,Middle East,Personal use,No,Friend/Family,5.0,29.0,0,0,0,<30,5,Cash Home Buyers,-0.8651314123065035,-0.39260035596024884
CL102490,Corporate,Not Specified,Brazil,Latin America,Investment,No,Property Portal,4.0,36.0,1,0,1,30-39,2,Corporate Investors,3.0228349920424225,0.9919781120700143
CL102491,Individual,Male,Germany,Europe - West,Personal use,Yes,Agent Referral,3.0,57.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.1291204847224128,0.906010305574351
CL102492,Individual,Female,United States,North America - East,Personal use,Yes,Property Portal,4.0,42.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.238941854906891,0.4171147196809579
CL102493,Individual,Male,Australia,Oceania,Personal use,Yes,Event,3.0,65.0,0,1,0,60+,0,Mortgage Home Buyers,-2.040835544539721,1.152842887737919
CL102494,Individual,Female,Australia,Oceania,Personal use,No,Event,3.0,38.0,0,0,0,30-39,5,Cash Home Buyers,-0.8763612838485921,-0.06815543346775904
CL102495,Individual,Male,France,Europe - West,Investment,No,Friend/Family,4.0,43.0,1,0,0,40-49,1,Cash Investors,1.4618303132563146,-1.5139076377842677
CL102496,Individual,Male,United Arab Emirates,Middle East,Personal use,No,Agent Referral,4.0,61.0,0,0,0,60+,5,Cash Home Buyers,-0.5666871835415594,0.6253601581713105
CL102497,Corporate,Not Specified,United States,North America - East,Investment,No,Agent Referral,5.0,64.0,1,0,1,60+,2,Corporate Investors,3.386814174366732,1.8404413899766021
CL102498,Individual,Female,Singapore,Southeast Asia,Investment,Yes,Event,4.0,22.0,1,1,0,<30,3,Leveraged Investors,-0.23365924803652804,-1.7819376386330195
CL102499,Individual,Male,France,Europe - West,Personal use,No,Agent Referral,5.0,32.0,0,0,0,30-39,5,Cash Home Buyers,-0.8321080640799398,-0.29689818507757865
CL102500,Individual,Female,United States,North America - East,Investment,Yes,Agent Referral,4.0,49.0,1,1,0,40-49,3,Leveraged Investors,0.0650274323805079,-0.9422497525165301
CL102501,Individual,Male,India,South Asia,Personal use,Yes,Agent Referral,5.0,24.0,0,1,0,<30,0,Mortgage Home Buyers,-2.383553945370796,-0.16242033215195795
CL102502,Individual,Male,Brazil,Latin America,Investment,No,Social Media,3.0,47.0,1,0,0,40-49,1,Cash Investors,1.450439317243086,-1.3655840000374189
CL102503,Individual,Male,Singapore,Southeast Asia,Investment,No,Website,4.0,46.0,1,0,0,40-49,1,Cash Investors,1.4941748876801624,-1.422100195671255
CL102504,Individual,Female,Canada,North America - East,Personal use,Yes,Property Portal,3.0,63.0,0,1,0,60+,0,Mortgage Home Buyers,-2.061971630505592,1.0910255273229768
CL102505,Individual,Female,United States,North America - West,Personal use,Yes,Social Media,4.0,53.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.118390993130806,0.7594175093362666
CL102506,Corporate,Not Specified,Australia,Oceania,Investment,No,Agent Referral,4.0,46.0,1,0,1,40-49,2,Corporate Investors,3.1325874500997632,1.3036579615351287
CL102507,Corporate,Not Specified,Australia,Oceania,Personal use,No,Agent Referral,4.0,52.0,0,0,1,50-59,4,Corporate Buyers,0.9715396169211091,3.0678326090503076
CL102508,Individual,Female,France,Europe - West,Investment,No,Social Media,4.0,47.0,1,0,0,40-49,1,Cash Investors,1.5056520652016234,-1.3875825267114035
CL102509,Individual,Female,United Arab Emirates,Middle East,Investment,No,Property Portal,5.0,36.0,1,0,0,30-39,1,Cash Investors,1.4403139513840757,-1.7518838430406967
CL102510,Corporate,Not Specified,Germany,Europe - West,Personal use,No,Property Portal,3.0,44.0,0,0,1,40-49,4,Corporate Buyers,0.8286870749395018,2.8402381701608954
CL102511,Corporate,Not Specified,Germany,Europe - West,Investment,No,Property Portal,4.0,58.0,1,0,1,50-59,2,Corporate Investors,3.2660742964193945,1.6749338349889071
CL102512,Corporate,Not Specified,United States,North America - West,Personal use,Yes,Agent Referral,5.0,32.0,0,1,1,30-39,4,Corporate Buyers,-0.6573695006168313,2.8077906318916384
CL102513,Individual,Male,United States,North America - East,Investment,No,Property Portal,4.0,43.0,1,0,0,40-49,1,Cash Investors,1.4624955275454838,-1.5125812227107007
CL102514,Individual,Female,Canada,North America - East,Personal use,No,Social Media,5.0,23.0,0,0,0,<30,5,Cash Home Buyers,-0.9318729805325456,-0.5767096643959724
CL102515,Individual,Female,Singapore,Southeast Asia,Investment,No,Friend/Family,5.0,38.0,1,0,0,30-39,1,Cash Investors,1.4617614011291766,-1.691123374212546
CL102516,Corporate,Not Specified,United States,North America - West,Personal use,No,Friend/Family,4.0,41.0,0,0,1,40-49,4,Corporate Buyers,0.8500656125574648,2.7237829025607674
CL102517,Individual,Female,Canada,North America - East,Investment,No,Agent Referral,4.0,48.0,1,0,0,40-49,1,Cash Investors,1.5169663255171486,-1.35611858299988
CL102518,Individual,Female,France,Europe - West,Personal use,Yes,Social Media,4.0,59.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.0520530010279954,0.9456781610414194
CL102519,Individual,Male,United States,North America - East,Investment,Yes,Friend/Family,4.0,43.0,1,1,0,40-49,3,Leveraged Investors,-0.001164911897461229,-1.1310822492517767
CL102520,Individual,Male,United States,North America - East,Personal use,No,Agent Referral,4.0,30.0,0,0,0,<30,5,Cash Home Buyers,-0.909433476072747,-0.3369865423053117
CL102521,Individual,Male,United Arab Emirates,Middle East,Investment,No,Friend/Family,3.0,22.0,1,0,0,<30,1,Cash Investors,1.1744345929379407,-2.1438213920783173
CL102522,Individual,Male,United Kingdom,Europe - West,Personal use,Yes,Agent Referral,3.0,48.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.2286274728766284,0.626619328016622
CL102523,Individual,Female,United Arab Emirates,Middle East,Personal use,No,Social Media,4.0,32.0,0,0,0,30-39,5,Cash Home Buyers,-0.8875787403368671,-0.27532016016425875
CL102524,Individual,Female,Australia,Oceania,Investment,No,Property Portal,3.0,50.0,1,0,0,40-49,1,Cash Investors,1.4846771037068922,-1.2732786023807046
CL102525,Individual,Male,United States,North America - East,Investment,No,Website,4.0,56.0,1,0,0,50-59,1,Cash Investors,1.604738207851513,-1.1116657761626672
CL102526,Individual,Male,Australia,Oceania,Investment,No,Agent Referral,2.0,24.0,1,0,0,<30,1,Cash Investors,1.1411888611888321,-2.057164136472522
CL102527,Corporate,Not Specified,Australia,Oceania,Investment,No,Social Media,5.0,61.0,1,0,1,60+,2,Corporate Investors,3.3533872500169366,1.746890562363361
CL102528,Individual,Male,Singapore,Southeast Asia,Personal use,Yes,Unknown,5.0,55.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.041020811543568,0.7991347346999835
CL102529,Individual,Male,United Arab Emirates,Middle East,Investment,No,Agent Referral,4.0,53.0,1,0,0,50-59,1,Cash Investors,1.572247985602824,-1.2009013732455862
CL102530,Individual,Female,United Arab Emirates,Middle East,Personal use,No,Friend/Family,5.0,23.0,0,0,0,<30,5,Cash Home Buyers,-0.9314694044093139,-0.5788610076654016
CL102531,Individual,Female,United Arab Emirates,Middle East,Investment,Yes,Website,5.0,32.0,1,1,0,30-39,3,Leveraged Investors,-0.06839623775496763,-1.4958815211247714
CL102532,Individual,Female,India,South Asia,Personal use,Yes,Social Media,4.0,27.0,0,1,0,<30,0,Mortgage Home Buyers,-2.405855625576318,-0.04771198138606159
CL102533,Individual,Male,United States,North America - East,Personal use,No,Website,4.0,47.0,0,0,0,40-49,5,Cash Home Buyers,-0.7221546055841668,0.18685724208963014
CL102534,Individual,Female,Brazil,Latin America,Personal use,No,Website,4.0,45.0,0,0,0,40-49,5,Cash Home Buyers,-0.7442672696184369,0.12477035818791254
CL102535,Individual,Male,United Arab Emirates,Middle East,Investment,No,Agent Referral,5.0,23.0,1,0,0,<30,1,Cash Investors,1.2957707730473087,-2.154203158445334
CL102536,Individual,Male,India,South Asia,Investment,Yes,Event,3.0,38.0,1,1,0,30-39,3,Leveraged Investors,-0.1119706837209039,-1.2632440407452945
CL102537,Individual,Female,United Kingdom,Europe - West,Personal use,Yes,Social Media,4.0,49.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.162616321199346,0.6352437415328315
CL102538,Individual,Female,United States,North America - East,Investment,No,Agent Referral,5.0,42.0,1,0,0,40-49,1,Cash Investors,1.5058410813728753,-1.5643777613790173
CL102539,Individual,Male,France,Europe - West,Personal use,Yes,Agent Referral,4.0,42.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.2397527170209015,0.41836014963748464
CL102540,Individual,Male,France,Europe - West,Personal use,Yes,Social Media,4.0,37.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.2952923054049674,0.26272243812252616
CL102541,Individual,Female,Germany,Europe - West,Personal use,Yes,Social Media,3.0,30.0,0,1,0,<30,0,Mortgage Home Buyers,-2.4278993774834503,0.06741687114049918
CL102542,Individual,Female,United Kingdom,Europe - West,Personal use,No,Agent Referral,4.0,41.0,0,0,0,40-49,5,Cash Home Buyers,-0.787813823884261,0.004491319154134966
CL102543,Corporate,Not Specified,Canada,North America - East,Investment,No,Website,3.0,37.0,1,0,1,30-39,2,Corporate Investors,2.977188940184294,1.0423707818817267
CL102544,Corporate,Not Specified,France,Europe - West,Personal use,Yes,Social Media,3.0,60.0,0,1,1,50-59,4,Corporate Buyers,-0.45847562835251343,3.720583558102989
CL102545,Individual,Male,United Kingdom,Europe - West,Investment,No,Friend/Family,5.0,48.0,1,0,0,40-49,1,Cash Investors,1.5723247213005274,-1.3806889547039582
CL102546,Individual,Male,Brazil,Latin America,Personal use,Yes,Property Portal,3.0,41.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.3052109348825636,0.4080698044040837
CL102547,Individual,Male,United States,North America - East,Investment,No,Social Media,4.0,53.0,1,0,0,50-59,1,Cash Investors,1.5719900573044339,-1.2013218750062509
CL102548,Individual,Female,United Kingdom,Europe - West,Personal use,Yes,Friend/Family,3.0,36.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3611578092574077,0.2515261795762227
CL102549,Corporate,Not Specified,United Kingdom,Europe - West,Personal use,No,Social Media,2.0,35.0,0,0,1,30-39,4,Corporate Buyers,0.6728985484143479,2.583670647473013
CL102550,Individual,Male,France,Europe - West,Personal use,Yes,Social Media,4.0,47.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.1847289852336162,0.573156857631114
CL102551,Corporate,Not Specified,France,Europe - West,Investment,No,Friend/Family,3.0,51.0,1,0,1,50-59,2,Corporate Investors,3.132802010051743,1.4783018529333132
CL102552,Individual,Female,United Arab Emirates,Middle East,Investment,Yes,Agent Referral,4.0,47.0,1,1,0,40-49,3,Leveraged Investors,0.042914768346237746,-1.0043366364182478
CL102553,Individual,Female,Brazil,Latin America,Personal use,No,Property Portal,5.0,27.0,0,0,0,<30,5,Cash Home Buyers,-0.8865788620516045,-0.4533608247883993
CL102554,Corporate,Not Specified,United Kingdom,Europe - West,Investment,No,Agent Referral,4.0,38.0,1,0,1,30-39,2,Corporate Investors,3.044136793962682,1.0553104259282582
CL102555,Individual,Male,India,South Asia,Investment,No,Social Media,4.0,49.0,1,0,0,40-49,1,Cash Investors,1.5277647292358936,-1.3254956428096858
CL102556,Individual,Male,United States,North America - East,Personal use,Yes,Social Media,3.0,38.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3394487213463693,0.3157644067473695
CL102557,Individual,Male,Canada,North America - East,Personal use,No,Property Portal,4.0,31.0,0,0,0,30-39,5,Cash Home Buyers,-0.8975662819416014,-0.30718853031097965
CL102558,Corporate,Not Specified,Germany,Europe - West,Personal use,No,Website,4.0,48.0,0,0,1,40-49,4,Corporate Buyers,0.9266355150498526,2.939764112477215
CL102559,Individual,Male,United States,North America - East,Personal use,Yes,Property Portal,2.0,29.0,0,1,0,<30,0,Mortgage Home Buyers,-2.493099667046722,0.05754702766776287
CL102560,Individual,Male,United Arab Emirates,Middle East,Personal use,Yes,Website,4.0,65.0,0,1,0,60+,0,Mortgage Home Buyers,-1.9861358544295111,1.1284645857375792
CL102561,Corporate,Not Specified,India,South Asia,Personal use,No,Website,5.0,57.0,0,0,1,50-59,4,Corporate Buyers,1.081355251162606,3.1971565633609593
CL102562,Individual,Female,India,South Asia,Investment,No,Property Portal,5.0,59.0,1,0,0,50-59,1,Cash Investors,1.6946095877781828,-1.0378846781709448
CL102563,Individual,Female,France,Europe - West,Personal use,No,Agent Referral,5.0,38.0,0,0,0,30-39,5,Cash Home Buyers,-0.7657700719771291,-0.11063753337242602
CL102564,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Social Media,5.0,55.0,1,0,1,50-59,2,Corporate Investors,3.287049257914126,1.5606299106582084
CL102565,Individual,Female,United Kingdom,Europe - West,Personal use,No,Social Media,4.0,33.0,0,0,0,30-39,5,Cash Home Buyers,-0.876522408319732,-0.24427671821339997
CL102566,Corporate,Not Specified,United States,North America - West,Investment,No,Property Portal,5.0,51.0,1,0,1,50-59,2,Corporate Investors,3.243892720257986,1.4356312146589112
CL102567,Individual,Male,United States,North America - West,Personal use,Yes,Property Portal,3.0,49.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.216760278745483,0.6564173400109541
CL102568,Individual,Female,United Arab Emirates,Middle East,Investment,No,Agent Referral,3.0,49.0,1,0,0,40-49,1,Cash Investors,1.4728099095757463,-1.3030766143750367
CL102569,Individual,Male,Brazil,Latin America,Investment,No,Property Portal,4.0,53.0,1,0,0,50-59,1,Cash Investors,1.5730588477168348,-1.202146803202113
CL102570,Individual,Male,United States,North America - West,Investment,Yes,Agent Referral,5.0,36.0,1,1,0,30-39,3,Leveraged Investors,-0.023492135883710914,-1.3678130245516789
CL102571,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Social Media,3.0,48.0,1,0,1,40-49,2,Corporate Investors,3.099229437877106,1.387322870350166
CL102572,Individual,Male,India,South Asia,Personal use,Yes,Friend/Family,4.0,55.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.095874752973304,0.8193530499685551
CL102573,Individual,Female,Singapore,Southeast Asia,Investment,Yes,Friend/Family,4.0,34.0,1,1,0,30-39,3,Leveraged Investors,-0.10067190005167688,-1.4104732268095057
CL102574,Individual,Male,France,Europe - West,Investment,No,Friend/Family,4.0,47.0,1,0,0,40-49,1,Cash Investors,1.5060556413248551,-1.3897338699808326
CL102575,Individual,Male,United Arab Emirates,Middle East,Personal use,Yes,Property Portal,3.0,38.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.338379930933969,0.3149394785515074
CL102576,Individual,Male,India,South Asia,Investment,No,Social Media,4.0,44.0,1,0,0,40-49,1,Cash Investors,1.4724830691502182,-1.4807128525639797
CL102577,Corporate,Not Specified,Singapore,Southeast Asia,Investment,No,Property Portal,4.0,33.0,1,0,1,30-39,2,Corporate Investors,2.9896659959910172,0.8988477862174379
CL102578,Individual,Male,United States,North America - West,Investment,No,Website,5.0,32.0,1,0,0,30-39,1,Cash Investors,1.3945989873988083,-1.8787069096572624
CL102579,Corporate,Not Specified,Australia,Oceania,Investment,No,Agent Referral,5.0,61.0,1,0,1,60+,2,Corporate Investors,3.3536451783153267,1.7473110641240257
CL102580,Individual,Female,United States,North America - West,Personal use,No,Property Portal,4.0,42.0,0,0,0,40-49,5,Cash Home Buyers,-0.7759466297531153,0.034289331148466995
CL102581,Individual,Male,Singapore,Southeast Asia,Personal use,No,Agent Referral,5.0,40.0,0,0,0,30-39,5,Cash Home Buyers,-0.743657407942859,-0.04855064947070837
CL102582,Individual,Female,United States,North America - East,Investment,Yes,Agent Referral,4.0,58.0,1,1,0,50-59,3,Leveraged Investors,0.16453442053472353,-0.6628587749588011
CL102583,Individual,Male,United States,North America - East,Investment,Yes,Property Portal,2.0,52.0,1,1,0,50-59,3,Leveraged Investors,-0.011418205371150741,-0.8063678032725113
CL102584,Individual,Male,United States,North America - East,Personal use,No,Social Media,4.0,45.0,0,0,0,40-49,5,Cash Home Buyers,-0.743846424114111,0.1282445851969054
CL102585,Individual,Male,Germany,Europe - West,Personal use,No,Website,5.0,33.0,0,0,0,30-39,5,Cash Home Buyers,-0.8217305058655207,-0.2697494718963774
CL102586,Individual,Male,United Kingdom,Europe - West,Personal use,No,Website,3.0,31.0,0,0,0,30-39,5,Cash Home Buyers,-0.9542686658168655,-0.28783930245012584
CL102587,Corporate,Not Specified,United States,North America - East,Personal use,No,Agent Referral,4.0,66.0,0,0,1,60+,4,Corporate Buyers,1.1263282651610005,3.5024407963623303
CL102588,Corporate,Not Specified,Germany,Europe - West,Investment,No,Agent Referral,3.0,38.0,1,0,1,30-39,2,Corporate Investors,2.9889240460041453,1.0773089526022428
CL102589,Corporate,Not Specified,Germany,Europe - West,Personal use,Yes,Website,3.0,52.0,0,1,1,50-59,4,Corporate Buyers,-0.5473471299939201,3.4687617954871257
CL102590,Individual,Male,India,South Asia,Investment,No,Property Portal,3.0,45.0,1,0,0,40-49,1,Cash Investors,1.4293954436212168,-1.4284958121349987
CL102591,Corporate,Not Specified,Australia,Oceania,Investment,No,Agent Referral,3.0,53.0,1,0,1,50-59,2,Corporate Investors,3.1547690262611714,1.5429605818651246
CL102592,Individual,Male,United Arab Emirates,Middle East,Investment,No,Property Portal,3.0,29.0,1,0,0,<30,1,Cash Investors,1.2524941313470555,-1.925190883348739
CL102593,Individual,Male,United States,North America - West,Personal use,Yes,Event,5.0,33.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.284212673170969,0.11545569196246896
CL102594,Individual,Female,United Kingdom,Europe - West,Personal use,No,Agent Referral,4.0,34.0,0,0,0,30-39,5,Cash Home Buyers,-0.8652081480042068,-0.21281277450187663
CL102595,Individual,Female,Australia,Oceania,Personal use,No,Event,5.0,33.0,0,0,0,30-39,5,Cash Home Buyers,-0.821217448017193,-0.2673696965700221
CL102596,Individual,Female,United States,North America - East,Investment,Yes,Website,4.0,55.0,1,1,0,50-59,3,Leveraged Investors,0.13068665068060212,-0.7598838295810348
CL102597,Individual,Male,Germany,Europe - West,Investment,No,Friend/Family,3.0,40.0,1,0,0,30-39,1,Cash Investors,1.3734485692463723,-1.5850394369628595
CL102598,Individual,Male,Australia,Oceania,Personal use,Yes,Event,3.0,36.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.361469173036638,0.25258307116301437
CL102599,Individual,Male,Brazil,Latin America,Personal use,Yes,Property Portal,4.0,42.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.238941854906891,0.4171147196809579
CL102600,Corporate,Not Specified,Germany,Europe - West,Investment,No,Agent Referral,4.0,62.0,1,0,1,60+,2,Corporate Investors,3.3094887623739244,1.800353032748869
CL102601,Individual,Male,United Arab Emirates,Middle East,Personal use,Yes,Agent Referral,4.0,38.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.2839780450894422,0.2941863818340495
